Student ID,Student Name,Age,Gender,State/City,School/Institution Name,Education Level,Stream/Field of Study,Marks Percentage,No. of Students in Class,Scholarship Status
SID2481,Aryan,15.0,Male,Mumbai,School_92,Undergraduate,Arts,61.08,41,No
SID2482,Pooja,8.0,Others,Lucknow,School_71,Primary,,47.32,39,No
SID2483,Neha,19.0,Others,Ahmedabad,School_38,Secondary,,78.67,56,No
SID2484,Neha,19.0,Others,Delhi,School_96,Primary,,,34,Yes
SID2485,Karan,16.0,Male,Ahmedabad,School_7,Postgraduate,Science,78.02,22,Yes
SID2486,Karan,6.0,Others,Chennai,School_31,Postgraduate,Science,91.4,25,No
SID2487,Aditya,,Male,Hyderabad,School_73,Undergraduate,Medical,42.87,48,Yes
SID2488,Pooja,21.0,Male,Kolkata,School_4,Secondary,,81.23,50,No
SID2489,Aditya,20.0,Male,Mumbai,School_54,Higher Secondary,Science,36.34,49,Yes
SID2490,Rohan,23.0,Female,Delhi,School_41,Secondary,,96.9,42,No
SID2491,Ishita,24.0,Female,Bangalore,School_52,Postgraduate,Commerce,47.34,41,Yes
SID2492,Priya,12.0,Female,Pune,School_56,Secondary,,54.34,21,No
SID2493,Neha,,Others,Hyderabad,School_19,Higher Secondary,Commerce,52.36,51,No
SID2494,Rohan,6.0,Female,Jaipur,School_82,Higher Secondary,Engineering,79.83,40,Yes
SID2495,Ishita,23.0,Female,Hyderabad,School_4,Primary,,40.07,21,No
SID2496,Priya,19.0,Female,Delhi,School_32,Postgraduate,Engineering,86.97,25,Yes
SID2497,Ishita,12.0,Female,Delhi,School_73,Undergraduate,Science,36.98,23,No
SID2498,Simran,15.0,Female,Pune,School_78,Higher Secondary,Science,58.18,30,Yes
SID2499,Simran,7.0,Female,Kolkata,School_62,Undergraduate,Science,99.07,57,Yes
SID2500,Karan,13.0,Male,Chennai,School_67,Postgraduate,Commerce,85.09,24,Yes
SID2501,Aarav,7.0,Male,Hyderabad,School_94,Secondary,,73.81,30,No
SID2502,Karan,15.0,Others,Jaipur,School_40,Higher Secondary,Arts,80.94,40,No
SID2503,Neha,9.0,Othrs,Kolkata,School_3,Primary,,72.9,54,Yes
SID2504,Aryan,11.0,Female,Ahmedabad,School_64,Higher Secondary,Arts,80.56,46,No
SID2505,Karan,19.0,Male,Chennai,School_55,Postgraduate,Engineering,,21,Yes
SID2506,Rohan,8.0,Female,Mumbai,School_82,Postgraduate,Arts,38.15,33,Yes
SID2507,Priya,6.0,Others,Delhi,School_58,Higher Secondary,Commerce,76.07,33,No
SID2508,Priya,19.0,Male,Pune,School_13,Higher Secondary,Commerce,73.07,24,Yes
SID2509,Rohan,6.0,Male,Lucknow,School_95,Postgraduate,Engineering,46.0,32,Yes
SID2510,Neha,20.0,Others,Hyderabad,School_23,Higher Secondary,Arts,51.76,39,No
SID2511,Pooja,10.0,Others,Ahmedabad,School_4,Undergraduate,Engineering,78.15,60,No
SID2512,Pooja,9.0,Female,Bangalore,School_33,Undergraduate,Arts,72.85,29,Yes
SID2513,Priya,17.0,Female,Ahmedabad,School_26,Postgraduate,Arts,82.89,20,No
SID2514,Priya,13.0,Female,Bangalore,School_60,Higher Secondary,Science,68.17,53,Yes
SID2515,Aryan,7.0,Male,Mumbai,School_9,Primary,,79.24,25,Yes
SID2516,Aryan,17.0,Female,Jaipur,School_10,Secondary,,74.47,28,No
SID2517,Neha,11.0,Others,Pune,School_33,Postgraduate,Medical,38.27,31,No
SID2518,Aryan,20.0,Others,Delhi,School_10,Higher Secondary,Arts,97.51,56,Yes
SID2519,Ishita,,Male,Kolkata,School_7,Primary,,91.0,24,No
SID2520,Pooja,20.0,Male,Pune,School_36,Postgraduate,Science,56.58,21,Yes
SID2521,Pooja,6.0,Others,Hyderabad,School_19,Secondary,,88.53,39,Yes
SID2522,Pooja,13.0,Male,Bangalore,School_4,Postgraduate,Science,54.5,45,No
SID2523,Karan,,Others,Bangalore,School_24,Higher Secondary,Arts,36.02,44,Yes
SID2524,Karan,15.0,Male,Bangalore,School_35,Primary,,,45,Yes
SID2525,Aarav,6.0,Others,Chennai,School_53,Secondary,,56.78,55,No
SID2526,Aryan,22.0,Female,Pune,School_41,Secondary,,96.05,27,No
SID2527,Ishita,15.0,Female,Bangalore,School_8,Postgraduate,Engineering,89.14,38,No
SID2528,Aditya,24.0,Others,Bangalore,School_43,Postgraduate,Arts,60.26,20,Yes
SID2529,Neha,13.0,Female,Lucknow,School_89,Secondary,,36.56,41,Yes
SID2530,Rohan,24.0,Male,Kolkata,School_28,Secondary,,87.72,56,Yes
SID2531,Pooja,20.0,Others,Hyderabad,School_56,Undergraduate,Arts,90.02,49,No
SID2532,Neha,17.0,Female,Ahmedabad,School_2,Higher Secondary,Science,89.84,28,No
SID2533,Aarav,14.0,Male,Pune,School_67,Secondary,,43.31,26,No
SID2534,Neha,13.0,Male,Bangalore,School_35,Higher Secondary,Arts,,39,No
SID2535,Karan,17.0,Female,Pune,School_4,Higher Secondary,Science,47.88,54,No
SID2536,Aditya,24.0,Male,Delhi,School_52,Higher Secondary,Arts,69.23,38,Yes
SID2537,Aditya,12.0,Others,Ahmedabad,School_58,Secondary,,61.21,49,No
SID2538,Ishita,22.0,Male,Jaipur,School_96,Higher Secondary,Commerce,41.81,37,Yes
SID2539,Rohan,21.0,Female,Delhi,School_10,Secondary,,35.73,33,Yes
SID2540,Aarav,7.0,Male,Lucknow,School_40,Higher Secondary,Engineering,48.82,20,Yes
SID2541,Aryan,20.0,Female,Ahmedabad,School_44,Postgraduate,Medical,63.1,41,Yes
SID2542,Priya,9.0,Others,Lucknow,School_24,Undergraduate,Medical,98.89,28,Noo
SID2543,Priya,13.0,Female,Kolkata,School_17,Secondary,,97.35,27,Yes
SID2544,Ishita,13.0,Male,Mumbai,School_25,Postgraduate,Commerce,68.04,51,Yes
SID2545,Rohan,23.0,Others,Pune,School_83,Postgraduate,Commerce,46.54,39,Yes
SID2546,Aditya,12.0,Male,Ahmedabad,School_93,Primary,,67.45,52,No
SID2547,Simran,13.0,Female,Bangalore,School_78,Primary,,47.97,30,Yes
SID2548,Priya,6.0,Female,Ahmedabad,School_21,Postgraduate,Engineering,44.52,57,Yes
SID2549,Priya,11.0,Female,Mumbai,School_5,Higher Secondary,Engineering,84.17,37,Yes
SID2550,Aarav,18.0,Male,Kolkata,School_56,Higher Secondary,Engineering,97.9,58,Yes
SID2551,Aarav,24.0,Female,Lucknow,School_21,Postgraduate,Commerce,,58,No
SID2552,Pooja,20.0,Others,Ahmedabad,School_70,Higher Secondary,Arts,65.99,59,Yes
SID2553,Karan,10.0,Male,Mumbai,School_91,Higher Secondary,Arts,74.48,30,No
SID2554,Rohan,14.0,Female,Mumbai,School_11,Higher Secondary,Commerce,88.71,39,No
SID2555,Pooja,19.0,Female,Pune,School_81,Primary,,70.42,54,No
SID2556,Aditya,10.0,Male,Mumbai,School_1,Secondary,,91.69,40,Yes
SID2557,Aryan,23.0,Others,Mumbai,School_75,Postgraduate,Arts,50.4,55,No
SID2558,Aditya,18.0,Male,Mumbai,School_35,Higher Secondary,Engineering,67.69,24,Yes
SID2559,Aryan,8.0,Others,Kolkata,School_52,Primary,,54.17,48,No
SID2560,Aryan,17.0,Others,Ahmedabad,School_61,Postgraduate,Science,35.15,24,Yes
SID2561,Ishita,24.0,Others,Ahmedabad,School_47,Secondary,,74.37,55,No
SID2562,Aarav,24.0,Others,Ahmedabad,School_2,Secondary,,65.93,42,No
SID2563,Priya,10.0,Male,Ahmedabad,School_47,Primary,,80.36,40,No
SID2564,Ishita,6.0,Female,Kolkata,School_78,Secondary,,35.47,23,No
SID2565,Karan,12.0,Others,Kolkata,School_71,Primary,,81.82,33,No
SID2566,Karan,24.0,Male,Chennai,School_89,Primary,,45.16,36,No
SID2567,Karan,6.0,Female,Jaipur,School_37,Secondary,,38.3,49,Yes
SID2568,Neha,22.0,Female,Ahmedabad,School_32,Higher Secondary,Engineering,99.95,48,Yes
SID2569,Karan,,Female,Chennai,School_20,Secondary,,94.51,20,No
SID2570,Neha,17.0,Others,Pune,School_49,Primary,,69.79,47,Yes
SID2571,Pooja,19.0,Female,Hyderabad,School_63,Undergraduate,Arts,96.17,23,Yes
SID2572,Aarav,,Others,Mumbai,School_45,Undergraduate,Medical,47.05,35,No
SID2573,Pooja,18.0,Others,Bangalore,School_91,Postgraduate,Commerce,72.35,56,No
SID2574,Aryan,13.0,Female,Lucknow,School_32,Secondary,,39.84,37,Yes
SID2575,Ishita,6.0,Female,Chennai,School_13,Postgraduate,Arts,89.59,59,Yes
SID2576,Ishita,17.0,Others,Ahmedabad,School_22,Primary,,67.2,46,No
SID2577,Aarav,11.0,Male,Ahmedabad,School_23,Primary,,65.56,46,No
SID2578,Pooja,16.0,Female,Mumbai,School_2,Higher Secondary,Commerce,92.26,25,No
SID2579,Rohan,16.0,Female,Pune,School_13,Undergraduate,Arts,44.3,60,Yes
SID2580,Neha,6.0,Male,Hyderabad,School_39,Secondary,,61.9,50,Yes
SID2581,Neha,9.0,Female,Bangalore,School_15,Postgraduate,Arts,75.74,31,Yes
SID2582,Ishita,19.0,Male,Chennai,School_90,Undergraduate,Science,50.68,36,Yes
SID2583,Priya,8.0,Female,Delhi,School_57,Postgraduate,Science,54.16,47,Yes
SID2584,Aditya,17.0,Male,Chennai,School_49,Postgraduate,Engineering,66.06,53,No
SID2585,Pooja,6.0,Male,Chennai,School_34,Secondary,,70.56,40,Yes
SID2586,Neha,9.0,Male,Hyderabad,School_9,Undergraduate,Engineering,37.88,55,No
SID2587,Simran,18.0,Female,Mumbai,School_67,Secondary,,45.77,39,Yes
SID2588,Karan,10.0,Others,Kolkata,School_94,Primary,,55.84,29,No
SID2589,Aarav,24.0,Others,Kolkata,School_99,Primary,,78.13,47,No
SID2590,Neha,8.0,Male,Chennai,School_70,Secondary,,39.35,44,Yes
SID2591,Priya,10.0,Male,Ahmedabad,School_87,Secondary,,63.53,44,Yes
SID2592,Aryan,17.0,Male,Kolkata,School_91,Primary,,45.29,45,No
SID2593,Ishita,15.0,Male,Ahmedabad,School_96,Undergraduate,Commerce,36.96,53,Yes
SID2594,Pooja,18.0,Male,Delhi,School_10,Higher Secondary,Science,,55,No
SID2595,Neha,10.0,Femle,Jaipur,School_41,Higher Secondary,Engineering,97.98,35,Yes
SID2596,Karan,15.0,Female,Bangalore,School_36,Primary,,73.7,20,No
SID2597,Karan,,Female,Hyderabad,School_70,Primary,,48.46,46,Yes
SID2598,Priya,10.0,Male,Pune,School_78,Primary,,55.86,56,Yes
SID2599,Rohan,11.0,Male,Lucknow,School_95,Undergraduate,Medical,93.28,44,Yes
SID2600,Pooja,24.0,Male,Kolkata,School_53,Primary,,68.56,42,No
SID2601,Rohan,6.0,Male,Kolkata,School_73,Undergraduate,Science,67.49,59,No
SID2602,Aditya,7.0,Others,Hyderabad,School_96,Primary,,35.37,25,Yes
SID2603,Rohan,14.0,Male,Hyderabad,School_48,Secondary,,67.75,31,Yes
SID2604,Aditya,19.0,Mle,Mumbai,School_10,Undergraduate,Medical,59.69,26,No
SID2605,Karan,11.0,Male,Chennai,School_74,Secondary,,61.51,27,No
SID2606,Aarav,22.0,Others,Kolkata,School_35,Secondary,,40.55,44,No
SID2607,Aarav,11.0,Others,Chennai,School_56,Postgraduate,Commerce,,31,No
SID2608,Pooja,19.0,Male,Delhi,School_39,Higher Secondary,Medical,73.1,20,No
SID2609,Priya,6.0,Female,Delhi,School_84,Higher Secondary,Science,69.63,30,No
SID2610,Ishita,21.0,Others,Pune,School_57,Primary,,65.37,59,Yes
SID2611,Rohan,,Female,Hyderabad,School_63,Postgraduate,Medical,97.29,51,Yes
SID2612,Pooja,14.0,Male,Chennai,School_46,Higher Secondary,Medical,93.79,58,Yes
SID2613,Aarav,20.0,Male,Ahmedabad,School_68,Higher Secondary,Medical,73.78,35,No
SID2614,Rohan,12.0,Male,Bangalore,School_11,Secondary,,98.15,22,Yes
SID2615,Karan,23.0,Female,Delhi,School_53,Primary,,76.01,28,Yes
SID2616,Aarav,23.0,Others,Delhi,School_37,Primary,,54.93,49,Yes
SID2617,Aryan,14.0,Others,Ahmedabad,School_83,Postgraduate,Science,43.18,59,Yes
SID2618,Neha,12.0,Others,Hyderabad,School_58,Higher Secondary,Engineering,41.45,33,No
SID2619,Pooja,19.0,Female,Chennai,School_64,Higher Secondary,Arts,63.39,29,Yes
SID2620,Aryan,22.0,Female,Bangalore,School_31,Undergraduate,Arts,74.88,40,Yes
SID2621,Karan,23.0,Others,Kolkata,School_82,Primary,,97.59,47,Yes
SID2622,Karan,8.0,Others,Delhi,School_66,Secondary,,84.31,48,No
SID2623,Aditya,6.0,Female,Bangalore,School_21,Undergraduate,Engineering,98.97,54,No
SID2624,Neha,17.0,Others,Hyderabad,School_13,Undergraduate,Commerce,41.93,46,No
SID2625,Aarav,7.0,Male,Pune,School_34,Secondary,,57.94,33,Yes
SID2626,Ishita,20.0,Others,Pune,School_63,Postgraduate,Commerce,80.04,25,Yess
SID2627,Priya,,Female,Bangalore,School_70,Postgraduate,Engineering,46.12,44,Yes
SID2628,Ishita,15.0,Others,Lucknow,School_67,Postgraduate,Commerce,67.37,47,Yes
SID2629,Rohan,17.0,Male,Mumbai,School_84,Higher Secondary,Commerce,69.93,40,Yes
SID2630,Pooja,18.0,Female,Kolkata,School_88,Higher Secondary,Engineering,52.21,50,Yes
SID2631,Priya,20.0,Others,Ahmedabad,School_30,Undergraduate,Medical,,55,Yes
SID2632,Pooja,13.0,Others,Pune,School_69,Postgraduate,Arts,48.01,32,Yes
SID2633,Ishita,16.0,Female,Mumbai,School_29,Postgraduate,Arts,88.67,59,No
SID2634,Ishita,18.0,Male,Pune,School_19,Undergraduate,Engineering,74.83,32,No
SID2635,Pooja,17.0,Male,Lucknow,School_29,Primary,,40.68,49,No
SID2636,Karan,22.0,Others,Lucknow,School_97,Primary,,53.02,56,No
SID2637,Ishita,10.0,Male,Bangalore,School_78,Undergraduate,Commerce,74.02,60,No
SID2638,Aarav,19.0,Others,Lucknow,School_18,Higher Secondary,Commerce,87.1,52,No
SID2639,Simran,9.0,Others,Pune,School_68,Undergraduate,Science,57.83,48,Yes
SID2640,Ishita,20.0,Female,Hyderabad,School_51,Secondary,,60.53,23,Yes
SID2641,Rohan,6.0,Female,Hyderabad,School_3,Higher Secondary,Medical,,40,Yes
SID2642,Aryan,14.0,Female,Ahmedabad,School_94,Postgraduate,Commerce,72.76,55,Yes
SID2643,Neha,20.0,Others,Chennai,School_51,Primary,,51.72,32,No
SID2644,Rohan,21.0,Others,Jaipur,School_96,Higher Secondary,Science,68.7,44,Yes
SID2645,Simran,7.0,Male,Chennai,School_48,Primary,,97.12,30,No
SID2646,Simran,16.0,Male,Mumbai,School_67,Postgraduate,Commerce,90.58,56,No
SID2647,Priya,22.0,Female,Delhi,School_42,Higher Secondary,Science,47.74,42,No
SID2648,Aryan,15.0,Others,Ahmedabad,School_28,Higher Secondary,Arts,61.18,38,Yes
SID2649,Simran,11.0,Female,Kolkata,School_71,Higher Secondary,Engineering,37.96,24,Yes
SID2650,Priya,18.0,Others,Hyderabad,School_37,Primary,,44.57,55,Yes
SID2651,Pooja,16.0,Male,Lucknow,School_31,Postgraduate,Science,64.86,24,No
SID2652,Rohan,23.0,Others,Bangalore,School_93,Primary,,41.87,43,Yes
SID2653,Ishita,16.0,Female,Pune,School_19,Primary,,47.7,60,No
SID2654,Aryan,15.0,Others,Delhi,School_56,Undergraduate,Arts,71.71,55,No
SID2655,Neha,12.0,Female,Hyderabad,School_42,Higher Secondary,Science,63.29,21,No
SID2656,Neha,16.0,Female,Kolkata,School_21,Higher Secondary,Arts,,32,No
SID2657,Karan,23.0,Female,Mumbai,School_83,Primary,,69.38,43,No
SID2658,Ishita,24.0,Others,Mumbai,School_67,Higher Secondary,Arts,86.08,39,Yes
SID2659,Simran,7.0,Others,Mumbai,School_78,Higher Secondary,Arts,44.2,24,Yes
SID2660,Priya,12.0,Female,Jaipur,School_63,Primary,,55.82,40,No
SID2661,Karan,21.0,Female,Jaipur,School_71,Higher Secondary,Commerce,54.63,45,No
SID2662,Pooja,8.0,Male,Ahmedabad,School_61,Postgraduate,Arts,71.92,24,No
SID2663,Simran,16.0,Others,Bangalore,School_9,Postgraduate,Science,47.86,32,No
SID2664,Aryan,6.0,Female,Jaipur,School_27,Undergraduate,Medical,53.8,31,Yes
SID2665,Priya,21.0,Male,Delhi,School_84,Secondary,,65.14,44,Yes
SID2666,Aarav,19.0,Others,Jaipur,School_45,Secondary,,91.98,21,Yes
SID2667,Aarav,20.0,Male,Mumbai,School_35,Secondary,,52.52,26,Yes
SID2668,Simran,23.0,Others,Ahmedabad,School_81,Postgraduate,Science,67.47,57,Yes
SID2669,Simran,12.0,Others,Jaipur,School_96,Secondary,,67.49,29,No
SID2670,Rohan,20.0,Others,Chennai,School_23,Higher Secondary,Arts,59.71,44,No
SID2671,Aryan,15.0,Female,Delhi,School_35,Higher Secondary,Commerce,,23,No
SID2672,Aditya,9.0,Male,Ahmedabad,School_21,Undergraduate,Science,50.17,32,No
SID2673,Karan,14.0,Female,Mumbai,School_67,Secondary,,71.57,58,No
SID2674,Pooja,23.0,Male,Delhi,School_95,Higher Secondary,Science,43.25,30,Yes
SID2675,Simran,21.0,Male,Hyderabad,School_72,Undergraduate,Science,63.81,56,Yes
SID2676,Neha,18.0,Others,Chennai,School_47,Primary,,47.95,20,No
SID2677,Priya,17.0,Female,Lucknow,School_58,Primary,,72.82,24,No
SID2678,Rohan,12.0,Others,Hyderabad,School_97,Primary,,54.91,20,Yes
SID2679,Priya,,Male,Lucknow,School_62,Secondary,,87.08,37,Yes
SID2680,Priya,23.0,Others,Pune,School_45,Postgraduate,Engineering,37.54,42,No
SID2681,Neha,10.0,Male,Kolkata,School_84,Undergraduate,Arts,36.43,39,Yes
SID2682,Neha,22.0,Others,Jaipur,School_37,Secondary,,46.72,25,Yes
SID2683,Aryan,17.0,Others,Ahmedabad,School_77,Higher Secondary,Engineering,53.65,27,Yes
SID2684,Rohan,13.0,Others,Pune,School_17,Undergraduate,Arts,55.13,31,Yes
SID2685,Neha,9.0,Others,Mumbai,School_43,Undergraduate,Science,69.6,42,No
SID2686,Pooja,10.0,Others,Bangalore,School_21,Secondary,,76.77,46,Yes
SID2687,Neha,6.0,Male,Chennai,School_83,Undergraduate,Engineering,95.95,52,Yes
SID2688,Neha,16.0,Female,Jaipur,School_59,Postgraduate,Engineering,37.57,29,No
SID2689,Karan,14.0,Male,Pune,School_81,Higher Secondary,Arts,48.92,53,No
SID2690,Priya,18.0,Male,Pune,School_9,Postgraduate,Medical,98.27,28,No
SID2691,Aryan,21.0,Others,Chennai,School_6,Postgraduate,Science,76.49,25,Yes
SID2692,Neha,15.0,Female,Chennai,School_83,Secondary,,92.45,21,No
SID2693,Ishita,24.0,Male,Lucknow,School_22,Primary,,90.33,39,Yes
SID2694,Pooja,12.0,Male,Kolkata,School_8,Secondary,,66.52,57,No
SID2695,Pooja,23.0,Male,Delhi,School_27,Secondary,,51.79,37,Yes
SID2696,Aryan,24.0,Othrs,Chennai,School_13,Secondary,,91.59,28,No
SID2697,Pooja,19.0,Female,Kolkata,School_8,Higher Secondary,Arts,60.07,22,Noo
SID2698,Rohan,6.0,Others,Kolkata,School_67,Higher Secondary,Medical,61.32,48,No
SID2699,Ishita,16.0,Female,Delhi,School_59,Secondary,,52.44,23,No
SID2700,Priya,17.0,Others,Mumbai,School_42,Higher Secondary,Science,41.61,44,No
SID2701,Ishita,8.0,Others,Chennai,School_67,Higher Secondary,Medical,58.4,27,Yes
SID2702,Aditya,17.0,Femle,Lucknow,School_89,Postgraduate,Medical,63.92,48,Yes
SID2703,Karan,17.0,Male,Kolkata,School_10,Primary,,43.82,36,Yes
SID2704,Aryan,,Male,Ahmedabad,School_43,Primary,,82.31,37,No
SID2705,Aditya,18.0,Others,Kolkata,School_80,Secondary,,51.99,33,No
SID2706,Aditya,16.0,Female,Mumbai,School_43,Higher Secondary,Commerce,84.56,31,No
SID2707,Aditya,11.0,Female,Ahmedabad,School_77,Undergraduate,Arts,99.04,47,Yes
SID2708,Simran,15.0,Female,Jaipur,School_47,Primary,,61.09,37,No
SID2709,Priya,6.0,Female,Lucknow,School_67,Secondary,,,21,No
SID2710,Aryan,15.0,Female,Kolkata,School_75,Higher Secondary,Engineering,44.45,43,Yes
SID2711,Simran,18.0,Others,Delhi,School_46,Primary,,73.33,46,Yes
SID2712,Aryan,16.0,Female,Bangalore,School_21,Primary,,77.86,59,Yes
SID2713,Pooja,8.0,Male,Hyderabad,School_51,Primary,,38.0,27,No
SID2714,Neha,21.0,Male,Mumbai,School_78,Secondary,,99.67,31,No
SID2715,Simran,18.0,Others,Lucknow,School_91,Secondary,,39.16,27,Yes
SID2716,Rohan,7.0,Female,Chennai,School_65,Higher Secondary,Arts,48.54,36,No
SID2717,Aryan,11.0,Male,Jaipur,School_76,Primary,,46.14,34,Yes
SID2718,Priya,20.0,Others,Delhi,School_73,Postgraduate,Science,92.72,45,Yes
SID2719,Rohan,24.0,Female,Chennai,School_91,Higher Secondary,Commerce,39.22,27,Yes
SID2720,Karan,14.0,Male,Chennai,School_35,Postgraduate,Science,62.84,40,Yes
SID2721,Simran,11.0,Male,Kolkata,School_95,Undergraduate,Engineering,81.09,54,Yes
SID2722,Ishita,10.0,Male,Pune,School_47,Higher Secondary,Engineering,87.59,43,No
SID2723,Pooja,18.0,Others,Lucknow,School_55,Primary,,93.6,59,Yes
SID2724,Aditya,10.0,Male,Kolkata,School_58,Postgraduate,Engineering,45.7,45,No
SID2725,Aditya,8.0,Female,Mumbai,School_35,Primary,,70.89,58,Yes
SID2726,Pooja,6.0,Male,Kolkata,School_74,Secondary,,67.24,44,Yes
SID2727,Aarav,11.0,Female,Hyderabad,School_87,Primary,,47.54,35,Yes
SID2728,Karan,15.0,Male,Chennai,School_19,Undergraduate,Engineering,63.27,44,Yes
SID2729,Ishita,17.0,Others,Lucknow,School_48,Secondary,,79.98,21,No
SID2730,Ishita,7.0,Female,Chennai,School_50,Higher Secondary,Medical,76.12,58,Yes
SID2731,Neha,16.0,Male,Ahmedabad,School_62,Higher Secondary,Engineering,86.27,27,Yes
SID2732,Pooja,16.0,Others,Delhi,School_69,Postgraduate,Engineering,91.96,55,No
SID2733,Pooja,7.0,Male,Lucknow,School_74,Postgraduate,Engineering,71.42,29,Yes
SID2734,Aryan,19.0,Others,Lucknow,School_62,Secondary,,92.49,29,Yes
SID2735,Priya,24.0,Female,Bangalore,School_70,Primary,,68.69,25,Yes
SID2736,Ishita,7.0,Othrs,Delhi,School_80,Secondary,,98.18,60,Yes
SID2737,Pooja,20.0,Female,Hyderabad,School_19,Higher Secondary,Medical,83.97,46,No
SID2738,Pooja,12.0,Male,Mumbai,School_83,Undergraduate,Arts,87.64,45,Yes
SID2739,Karan,22.0,Others,Hyderabad,School_31,Secondary,,39.09,55,Yes
SID2740,Karan,13.0,Others,Bangalore,School_75,Secondary,,84.58,25,No
SID2741,Aryan,11.0,Others,Pune,School_26,Undergraduate,Engineering,51.26,23,No
SID2742,Aditya,11.0,Others,Ahmedabad,School_79,Higher Secondary,Science,81.95,59,No
SID2743,Neha,19.0,Female,Lucknow,School_59,Postgraduate,Commerce,37.43,28,Yes
SID2744,Ishita,12.0,Male,Ahmedabad,School_17,Undergraduate,Engineering,55.32,49,No
SID2745,Pooja,,Female,Bangalore,School_4,Higher Secondary,Engineering,64.05,45,No
SID2746,Priya,6.0,Male,Ahmedabad,School_1,Undergraduate,Medical,74.91,30,No
SID2747,Pooja,24.0,Others,Chennai,School_88,Undergraduate,Science,73.64,23,Yes
SID2748,Aditya,10.0,Male,Chennai,School_22,Higher Secondary,Arts,67.77,37,Yes
SID2749,Aarav,21.0,Others,Bangalore,School_82,Primary,,75.41,43,Yes
SID2750,Pooja,10.0,Female,Pune,School_94,Postgraduate,Arts,42.71,24,Yess
SID2751,Karan,6.0,Female,Ahmedabad,School_82,Higher Secondary,Science,47.7,35,No
SID2752,Pooja,8.0,Male,Jaipur,School_37,Undergraduate,Arts,90.99,32,No
SID2753,Ishita,14.0,Female,Delhi,School_61,Secondary,,66.0,57,Yes
SID2754,Rohan,23.0,Others,Delhi,School_35,Undergraduate,Science,63.85,34,Yes
SID2755,Aditya,17.0,Male,Pune,School_69,Primary,,64.95,23,Yes
SID2756,Ishita,7.0,Male,Delhi,School_19,Postgraduate,Medical,58.82,55,Yes
SID2757,Aarav,8.0,Male,Bangalore,School_30,Primary,,,35,No
SID2758,Priya,10.0,Others,Delhi,School_83,Secondary,,47.61,44,No
SID2759,Aryan,21.0,Female,Hyderabad,School_58,Primary,,,52,Yes
SID2760,Aryan,9.0,Male,Chennai,School_1,Undergraduate,Medical,53.48,49,No
SID2761,Simran,23.0,Others,Kolkata,School_24,Primary,,80.87,56,Yes
SID2762,Priya,8.0,Male,Bangalore,School_4,Higher Secondary,Medical,,60,No
SID2763,Aarav,20.0,Female,Lucknow,School_61,Higher Secondary,Engineering,86.1,35,Yes
SID2764,Pooja,11.0,Female,Delhi,School_78,Postgraduate,Engineering,47.05,28,No
SID2765,Rohan,12.0,Male,Ahmedabad,School_54,Primary,,63.31,47,No
SID2766,Simran,9.0,Male,Hyderabad,School_96,Undergraduate,Commerce,65.66,52,Yes
SID2767,Priya,24.0,Female,Lucknow,School_75,Undergraduate,Engineering,98.35,24,Yes
SID2768,Simran,10.0,Others,Mumbai,School_71,Secondary,,47.09,32,No
SID2769,Priya,17.0,Male,Ahmedabad,School_37,Undergraduate,Engineering,52.67,48,Yes
SID2770,Aditya,16.0,Others,Bangalore,School_14,Undergraduate,Science,65.23,54,No
SID2771,Priya,7.0,Female,Lucknow,School_89,Undergraduate,Commerce,57.32,33,No
SID2772,Simran,8.0,Others,Ahmedabad,School_42,Postgraduate,Medical,94.31,47,Yes
SID2773,Pooja,11.0,Female,Pune,School_23,Higher Secondary,Medical,90.24,21,Yes
SID2774,Ishita,23.0,Female,Hyderabad,School_56,Undergraduate,Commerce,74.49,54,Yes
SID2775,Karan,17.0,Others,Jaipur,School_14,Secondary,,76.84,56,No
SID2776,Simran,22.0,Male,Jaipur,School_93,Undergraduate,Medical,40.37,30,Yes
SID2777,Rohan,22.0,Female,Pune,School_26,Higher Secondary,Science,57.23,31,Yes
SID2778,Simran,18.0,Female,Hyderabad,School_34,Undergraduate,Science,63.6,26,No
SID2779,Karan,9.0,Male,Lucknow,School_65,Primary,,72.13,40,Yes
SID2780,Aryan,9.0,Male,Kolkata,School_2,Higher Secondary,Commerce,69.15,43,Yes
SID2781,Aditya,11.0,Female,Mumbai,School_44,Secondary,,37.99,35,Yes
SID2782,Pooja,20.0,Others,Ahmedabad,School_8,Primary,,37.68,33,No
SID2783,Karan,,Male,Ahmedabad,School_65,Higher Secondary,Medical,89.67,50,Yes
SID2784,Priya,13.0,Male,Mumbai,School_49,Postgraduate,Commerce,40.13,37,No
SID2785,Rohan,16.0,Female,Mumbai,School_61,Higher Secondary,Science,70.03,25,No
SID2786,Aditya,24.0,Male,Lucknow,School_24,Secondary,,67.25,27,No
SID2787,Aryan,23.0,Female,Ahmedabad,School_72,Postgraduate,Engineering,36.82,57,Yes
SID2788,Aditya,23.0,Female,Delhi,School_90,Undergraduate,Medical,83.76,35,Yess
SID2789,Neha,9.0,Others,Mumbai,School_51,Secondary,,51.32,34,Yes
SID2790,Simran,20.0,Male,Lucknow,School_29,Postgraduate,Engineering,76.37,44,No
SID2791,Priya,14.0,Others,Chennai,School_75,Primary,,82.89,48,Yes
SID2792,Karan,22.0,Mle,Pune,School_50,Primary,,45.62,60,No
